,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
35088,0ggMG,r2k4/1R6/pb4Q1/1p6/3q3P/8/PP1N1PP1/3Rr1K1 w - - 1 26,d1e1 d4f2 g1h2 f2h4,2043,74,95,8121,fork mate mateIn2 middlegame short,https://lichess.org/ejuYwn9p#51,
35091,0ggVw,1k6/p2r1p1p/1R3Q2/2r1p3/8/2q3PP/P1P2PK1/1R6 b - - 0 32,a7b6 f6b6 d7b7 b6b7,1672,78,95,12040,endgame mate mateIn2 short,https://lichess.org/FMdXCQSM/black#64,
35107,0ghKe,3Nr3/b1pR3p/4P1p1/7k/pP6/q6P/6P1/5R1K b - - 9 40,a3b4 d7h7 h5g5 d8f7,1854,75,95,6539,endgame mate mateIn2 short,https://lichess.org/Pw3WOPhG/black#80,
35112,0ghb2,5r1k/7p/5B1P/pp2R3/2p5/Pnn5/6RK/8 b - - 4 40,f8f6 e5e8 f6f8 e8f8,667,93,88,166,endgame master mate mateIn2 short,https://lichess.org/nBXKCRMo/black#80,
35119,0giSh,4k3/pp5R/2p5/8/8/1B2n3/PP4rP/1K6 w - - 0 35,h7b7 g2g1 b3d1 g1d1,1016,85,87,233,endgame mate mateIn2 short,https://lichess.org/9vWp3bJC#69,
35133,0gjqo,r1r3k1/5pp1/p1R1p2p/3p1q2/PB1P4/1P1b1P2/6PP/2RQ2K1 b - - 0 29,f5h7 c6c8 a8c8 c1c8,963,100,33,21,backRankMate mate mateIn2 middlegame short,https://lichess.org/MSEkwJPz/black#58,
35137,0gkLt,6k1/6p1/6P1/R3pP2/3p4/6r1/pr6/5R1K b - - 2 37,b2b1 a5a8 b1b8 a8b8,1231,77,86,319,endgame mate mateIn2 rookEndgame short,https://lichess.org/ze5GrNve/black#74,
35155,0glP2,5rk1/4pp1p/1qbp2p1/1p6/6N1/PP1R3P/1Q3PP1/6K1 b - - 1 28,f8c8 g4h6 g8f8 b2h8,1185,113,58,50,endgame mate mateIn2 short,https://lichess.org/V5q5VZTL/black#56,
35172,0gnNQ,8/5kp1/p1bR3p/8/2P3PK/1P3r2/P7/8 w - - 6 46,d6c6 g7g5 h4h5 f3h3,1084,81,85,56,endgame mate mateIn2 rookEndgame short,https://lichess.org/0fLV5rqX#91,
35178,0gnk0,5r1k/6pp/7q/R3p3/2P5/3P3P/5QP1/4R1K1 b - - 0 28,f8f2 a5a8 f2f8 a8f8,880,101,91,895,backRankMate endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/LWNxZRzD/black#56,
35186,0goBc,6Qk/1b3r1p/p4R1B/1p2p3/8/8/qPP3PP/3R3K b - - 0 27,h8g8 d1d8 f7f8 f6f8,784,77,100,107,endgame master mate mateIn2 short,https://lichess.org/5zdbM1lm/black#54,
35194,0gonN,8/8/R6p/6pk/5p2/7P/1rr3P1/6RK b - - 1 47,f4f3 g2g4 h5h4 a6h6,1052,75,96,3766,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/IPERNh1I/black#94,
35203,0gpG8,6R1/8/7p/5p1k/8/5P1K/3r2P1/8 b - - 1 55,d2d1 g2g4 f5g4 f3g4,932,77,93,75,endgame mate mateIn2 rookEndgame short,https://lichess.org/39cwin5V/black#110,
35226,0gqrP,r3r1k1/2p1qpP1/pp1p1pb1/3P4/1PP5/4B2Q/P2K2P1/7R b - - 0 26,g8g7 h3h6 g7g8 h6h8,1043,75,99,1204,mate mateIn2 middlegame short,https://lichess.org/d6cCc1Qc/black#52,
35230,0grEg,4Q3/6bk/pp1p4/3P3p/5q2/5B2/PP4PP/2r1R2K w - - 3 32,f3h5 f4f1 e1f1 c1f1,1295,76,95,19463,backRankMate endgame mate mateIn2 sacrifice short xRayAttack,https://lichess.org/iApDZ5dF#63,
35234,0grNn,6k1/4pp1p/1p1p1npP/1PpP4/R1r1PP2/2QP1K2/5P2/8 b - - 0 28,c4c3 a4a8 f6e8 a8e8,600,102,78,301,endgame mate mateIn2 short,https://lichess.org/XDDjIoZZ/black#56,
35235,0grO6,4r2k/1R5p/p5pB/1p1p4/8/3B2bP/P1P3P1/7K w - - 0 28,h6g5 e8e1 d3f1 e1f1,598,94,86,370,endgame mate mateIn2 short,https://lichess.org/9aS2oFMx#55,
35239,0gryP,3Q2k1/p4p1p/2p3p1/1b5P/5P2/4qB2/6PK/8 b - - 0 32,g8g7 h5h6 g7h6 d8f8,1438,75,97,1688,attraction endgame mate mateIn2 short,https://lichess.org/syRTbLQh/black#64,
35255,0gsxK,3r2k1/5ppp/8/8/1p1B3P/5PP1/2R4K/8 b - - 0 38,d8d4 c2c8 d4d8 c8d8,594,103,80,366,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/oQmVVZFP/black#76,
35283,0gvRu,4r2k/p1P3bp/6p1/4q3/2Q2p2/P2P4/5P2/1KR2R2 w - - 1 36,b1c2 e5b2 c2d1 b2e2,1758,75,90,295,endgame mate mateIn2 short,https://lichess.org/GbBenuW1#71,
35304,0gxCu,8/8/p5p1/1p4Rp/1P6/1r3k2/3B1P1P/6K1 w - - 10 41,g5g6 b3b1 d2e1 b1e1,695,99,82,78,endgame mate mateIn2 short,https://lichess.org/9QBAa1A2#81,
35314,0gy4F,3q1rn1/5pk1/p3R1pp/1p1p4/2rP4/P1N3Q1/1PB2PPP/R5K1 b - - 0 25,f7e6 g3g6 g7h8 g6h7,1297,75,72,288,mate mateIn2 middlegame short,https://lichess.org/MY3o9p89/black#50,
35317,0gyCe,3q1r1k/pp4b1/2p3Q1/8/2B3p1/2P2Pp1/PP4P1/4R1K1 b - - 0 25,g4f3 g6h5 g7h6 h5h6,1042,81,91,720,endgame mate mateIn2 short,https://lichess.org/l11q5M68/black#50,
35333,0gyzq,2kr3r/1p1b1p1p/p2q4/2pNpnP1/P3B3/1QPP3P/1P6/R3K2R b KQ - 1 19,f5g3 d5e7 d6e7 b3b7,1683,112,74,52,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/pNgBCcKj/black#38,Sicilian_Defense Sicilian_Defense_Closed
35336,0gz17,4rrk1/pp1b2p1/2p1p1QR/3pP3/8/2KBP3/PPP3P1/6q1 b - - 0 23,g1e3 h6h8 g8h8 g6h7,1756,74,95,5893,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/OpCqI8g2/black#46,
35341,0gzEv,1r5k/R6p/4Npp1/p3p3/5b2/P7/1PP5/1K6 b - - 3 37,b8b5 a7a8 b5b8 a8b8,704,84,82,75,endgame mate mateIn2 short,https://lichess.org/vLn2S2Hd/black#74,
35346,0gzPQ,4k1r1/1p2q3/pB5p/2p1bQ2/5p1P/2P5/PP1N1K1P/R4R2 w - - 3 30,d2f3 e5d4 c3d4 e7e3,1641,99,65,21,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/h4xsOrQf#59,
35354,0gzrx,r3k2r/1b1p1ppp/p3p3/1pN5/5qn1/1B3P2/PP2QP1P/R2R2K1 w kq - 0 16,c5b7 f4h2 g1f1 h2h1,1216,77,82,245,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/SiTNZNbZ#31,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
35397,0h3CW,1k5r/pp6/3qp1Q1/3N4/3np3/6P1/PP3P2/R4RK1 w - - 0 27,d5f4 d4f3 g1g2 h8h2,1342,77,93,2212,hookMate mate mateIn2 middlegame short,https://lichess.org/Y8P96obz#53,
35400,0h3PO,r2qkb1r/2p2ppp/p2p2n1/1p2N2b/4P3/1BP4P/PP3PP1/RNBQ1RK1 b kq - 0 11,h5d1 b3f7 e8e7 c1g5,1756,75,79,308,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/Q2M0EplE/black#22,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
35402,0h3d9,Rr5k/6pp/3pB2r/3Pp1Q1/4Pp2/1q2bPP1/2p3KP/R7 b - - 4 38,c2c1q g5d8 b8d8 a8d8,1706,75,91,1682,backRankMate mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/nXfn0nO0/black#76,
35403,0h3dZ,6k1/1b1n2pp/pp3r2/2b5/P3Bp1q/5P2/1PPN2PP/R4Q1K w - - 2 26,e4b7 h4h2 h1h2 f6h6,1329,77,94,16132,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/NAG900EJ#51,
35407,0h4AB,1kb5/4NR2/7p/p7/Pppp3p/6b1/2r3P1/5R1K b - - 3 54,d4d3 e7c6 b8a8 f7a7,898,92,94,1136,arabianMate endgame mate mateIn2 short,https://lichess.org/sVVvq8yH/black#108,
35414,0h4UJ,3rk2r/ppp2pbp/8/4pp2/2Pnn2N/6PP/PP2PPB1/R1B1K2R w KQk - 2 14,h4f5 d4c2 e1f1 d8d1,1751,284,33,3,fork mate mateIn2 middlegame short,https://lichess.org/PAualm4z#27,Modern_Defense Modern_Defense_Other_variations
35423,0h5Vr,2R5/1Q1r3p/6p1/4n2k/7n/8/5P1P/7K w - - 0 46,b7b5 d7d1 b5f1 d1f1,550,95,96,558,endgame mate mateIn2 short,https://lichess.org/QFZUhyJ0#91,
35430,0h5po,6rk/p3R1Qp/1b1q1Pb1/3p4/8/2p5/P2N2PP/5R1K b - - 3 28,g8g7 f6g7 h8g8 f1f8,1327,74,89,1230,advancedPawn mate mateIn2 middlegame short,https://lichess.org/he4ZljjG/black#56,
35431,0h5sT,r1b4k/ppq1bQpp/2n5/4p3/5p1P/2PB2B1/PP3PP1/R3K2R b KQ - 0 19,f4g3 f7e8 e7f8 e8f8,1171,75,97,2508,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Zk0Rzc0v/black#38,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
35434,0h5xW,2k1r3/p1p3pp/8/p7/2B2bP1/5P1P/PPP5/1K1R4 w - - 1 26,d1d4 e8e1 d4d1 e1d1,600,93,69,315,backRankMate endgame mate mateIn2 short,https://lichess.org/krSTTzh4#51,
35439,0h6TQ,1r3k2/p4pN1/2R1pP2/3p4/3P4/5n2/Pr3PKP/2R5 b - - 3 34,f3d4 c6c8 b8c8 c1c8,622,87,67,153,endgame mate mateIn2 short,https://lichess.org/UBFq4Hrr/black#68,
35441,0h6ZK,6k1/1b3ppp/1pqpp3/p2nn1Q1/4B3/1N6/PP3PPP/2B3K1 b - - 1 27,a5a4 g5d8 c6e8 d8e8,1425,76,84,353,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/K1MLvlGp/black#54,
35459,0h7u8,8/5Npk/p6p/4p3/1r6/8/P2R1PPP/6K1 w - - 5 37,f7e5 b4b1 d2d1 b1d1,890,102,85,34,backRankMate endgame mate mateIn2 short,https://lichess.org/0b95RlOf#73,
35461,0h7xt,3r2k1/5p1p/3nq1p1/1Q3b2/1P2p3/2B3P1/5PBP/3R2K1 b - - 0 26,d6b5 d1d8 e6e8 d8e8,627,99,76,202,hangingPiece mate mateIn2 middlegame short,https://lichess.org/27iOKocY/black#52,
35468,0h8bK,1k6/3q1b2/1Q1n1pp1/1Np1p3/4P1P1/5P1p/1P5P/6K1 b - - 0 33,d6b7 b6a7 b8c8 a7a8,1028,85,93,686,endgame mate mateIn2 short,https://lichess.org/AAdyGnIp/black#66,
35473,0h8mi,4r1k1/pp3p1p/2p3pB/5q2/3bNQ2/8/PP4PP/4R2K b - - 0 29,f5f4 e4f6 f4f6 e1e8,613,82,98,1735,discoveredAttack endgame mate mateIn2 short,https://lichess.org/r5lznPiD/black#58,
35475,0h94M,6k1/2p2Rp1/6n1/4P2N/7P/r1r5/3K4/5R2 b - - 11 47,g6e5 f7g7 g8h8 f1f8,1748,126,77,47,endgame mate mateIn2 short,https://lichess.org/N6kn0f3q/black#94,
35496,0hAob,3r4/5pB1/1kb4p/p5p1/Pp2p3/1P6/2P1pPPP/4R1K1 w - - 0 29,e1e2 d8d1 e2e1 d1e1,666,85,47,81,backRankMate endgame mate mateIn2 short,https://lichess.org/pdeH7I5e#57,
35507,0hBJB,6rk/p6p/1p2pp2/4bq2/4R1r1/6N1/P3QPPP/4R1K1 w - - 10 36,g3f5 g4g2 g1f1 g2g1,1077,75,95,362,mate mateIn2 middlegame short,https://lichess.org/IfRjEoFL#71,
35509,0hBPn,q4rk1/1b3p1p/p5p1/1p3N2/2n4R/P1P4Q/6PP/5RK1 b - - 1 24,b7g2 f5e7 g8g7 h4h7,1707,75,91,542,mate mateIn2 middlegame short,https://lichess.org/3XwQvGvG/black#48,
35529,0hCg7,8/8/5kpp/2p5/2P1R1PP/r5K1/8/8 w - - 2 48,g3f4 g6g5 h4g5 h6g5,925,85,94,434,endgame mate mateIn2 rookEndgame short,https://lichess.org/3IC2cUO6#95,
35534,0hD4X,5rk1/1Q3p1p/3q4/6N1/6PK/7P/8/8 b - - 0 40,f8b8 b7f7 g8h8 f7h7,1192,77,87,115,endgame mate mateIn2 short,https://lichess.org/obbIkxKa/black#80,
35537,0hDOB,1R3rk1/2b2pp1/2n2q1p/p2p4/P1pP4/2P2N2/2B1QPPP/4R1K1 b - - 0 21,f8b8 e2e8 b8e8 e1e8,1153,82,65,84,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/D9hHpaQL/black#42,
35546,0hE8L,r5k1/p1p2ppp/8/3R4/4P3/5BP1/q7/1rBQK3 b - - 4 26,a2h2 d5d8 a8d8 d1d8,1095,98,67,72,backRankMate mate mateIn2 middlegame short,https://lichess.org/tbnsISUq/black#52,
35551,0hEQ2,8/1PQ3p1/2p4p/2k5/P1P1b3/3r2P1/5P1P/6K1 w - - 1 36,h2h4 d3d1 g1h2 d1h1,665,83,100,105,endgame mate mateIn2 short,https://lichess.org/ALmeMBQE#71,
35576,0hGcC,2r3k1/pp3ppb/7p/3p3N/3b1P1q/5N1P/PP2Q1P1/4R2K b - - 1 27,h4h5 e2e8 c8e8 e1e8,992,90,92,615,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/6wMfNnWB/black#54,
35585,0hH7h,8/1kp1n1Rp/p2rpB2/5p2/1nP2P2/3r4/PP3P1P/1K2R3 w - - 8 29,f6e7 d3d1 e1d1 d6d1,622,82,74,81,endgame mate mateIn2 queensideAttack short,https://lichess.org/0tyiKBoi#57,
35589,0hHXz,6k1/p5pp/4q2r/3N4/1PPB4/7P/P3prP1/2Q3RK w - - 4 28,d4f2 h6h3 g2h3 e6h3,1124,75,96,2071,endgame mate mateIn2 sacrifice short,https://lichess.org/RIAq5K41#55,
35600,0hIWV,8/8/8/6P1/2k2P2/p7/1p6/1K6 w - - 0 58,g5g6 c4b3 f4f5 a3a2,1235,75,99,1928,advancedPawn endgame mate mateIn2 pawnEndgame short,https://lichess.org/lSFIxn7D#115,
35604,0hIvu,1br3k1/p4ppp/4p3/1N1p4/1P3q2/7P/PPrRQPP1/4R1K1 w - - 3 28,d2c2 f4h2 g1f1 h2h1,905,75,97,1093,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/PrNMYReq#55,
35608,0hJHd,2r1r1k1/pbp2p2/1p4pp/4q3/3p2Q1/2PB2R1/PP3PPP/R5K1 w - - 0 22,d3g6 e5e1 a1e1 e8e1,942,85,80,45,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/pu8ztnbA#43,
35625,0hKQj,q4r1k/4Q1pp/r3B3/1p1pNp2/b2Pn3/2p1P1P1/6PP/R4RK1 b - - 0 32,a6a7 e5g6 h7g6 e7h4,1784,76,90,1187,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/4w7Pfyfn/black#64,
35627,0hKat,r1b3r1/pn5k/5Q1p/2P3p1/1P2Bq2/8/PB4P1/R5K1 b - - 0 29,f4e4 f6f7 g8g7 f7g7,1204,75,87,271,mate mateIn2 middlegame short,https://lichess.org/apTE9YX7/black#58,
35631,0hKjr,7k/2p1qp2/1p1pnN1p/p3pQp1/4P1P1/1P5P/P1P5/6K1 b - - 3 35,h8g7 f5h7 g7f6 h7h6,2044,79,90,195,deflection endgame mate mateIn2 sacrifice short,https://lichess.org/1MnFWI8K/black#70,
35639,0hLPd,1R6/4r1p1/2b3kp/1p6/5B2/1B4P1/1PP2P2/6K1 w - - 7 43,b8c8 e7e1 g1h2 e1h1,660,92,100,49,endgame mate mateIn2 short,https://lichess.org/IULpTapy#85,
35640,0hLSQ,8/p7/1p1Q2kp/4p1p1/P2pP3/5P2/1qr3PP/4R1K1 b - - 1 36,g6h5 g2g4 h5h4 d6h6,985,79,93,1899,deflection endgame mate mateIn2 short,https://lichess.org/ucclRE2g/black#72,
35662,0hMwB,r4bk1/ppp2pp1/3p1q1p/3Pr3/3Bn3/P6b/1PB2PP1/RN1QR1K1 w - - 0 19,d4e5 f6f2 g1h2 f2g2,1344,75,87,736,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6avIgUOX#37,Italian_Game Italian_Game_Two_Knights_Defense
35666,0hNQm,r4b2/ppp2pq1/3p3k/3PpB2/4Pn2/2P2Nr1/PP3P2/R2QR1K1 w - - 0 30,f2g3 g7g3 g1f1 g3g2,1298,75,92,2766,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/zH07yxux#59,
35678,0hOVc,3r2k1/p3Rpp1/1p5p/8/8/2P2Q1P/2q2PP1/6K1 b - - 1 26,a7a5 f3f7 g8h8 f7g7,1064,88,63,39,endgame mate mateIn2 short,https://lichess.org/2sBJo4wS/black#52,
35687,0hPeM,6k1/pp3ppp/1p3q2/nP5Q/P2pP3/3P2P1/2r3BP/R1B3K1 w - - 0 22,c1a3 f6f2 g1h1 f2g2,1056,80,90,485,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hxy0h69L#43,
35697,0hQeY,3Rr1k1/p4ppp/2N5/2p5/4n3/2P3P1/qr2PP1P/3R2K1 b - - 3 26,g8f8 d8e8 f8e8 d1d8,866,105,95,664,attraction mate mateIn2 middlegame short,https://lichess.org/trMxpjIS/black#52,
35708,0hQzJ,7k/5p2/1R2pK1p/5b2/8/8/r4P2/6R1 b - - 7 36,a2f2 b6b8 h8h7 g1g7,969,78,94,769,endgame mate mateIn2 short,https://lichess.org/2rbHYHHR/black#72,
35711,0hR7x,6k1/4qp2/p2p1Qp1/3P2Kp/1PB3r1/4r3/P4R1P/2R5 w - - 5 34,g5h6 e7f8 f6g7 f8g7,1322,77,93,1243,master masterVsMaster mate mateIn2 middlegame short,https://lichess.org/wL3Vdjwy#67,
35719,0hRq6,2r1r3/3nppkp/pq4p1/1p1p1NQ1/3P4/1PP4P/P1R2PP1/2R3K1 b - - 3 25,g7f8 g5h6 f8g8 h6g7,1038,75,100,204,mate mateIn2 middlegame short,https://lichess.org/jkJcdfAU/black#50,
35732,0hSoO,1rbr1qk1/pp3ppp/8/3B4/2P5/5Q2/P4PPP/2R1R1K1 b - - 2 20,d8d6 f3f7 f8f7 e1e8,1733,85,52,75,kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/yhSR7Mxw/black#40,
35734,0hSt1,6k1/1p2b1pp/1q1p1r1r/pP1Pp3/2Q1Pp2/P4P2/4B1PP/2R2R1K w - - 4 25,c4c7 h6h2 h1h2 f6h6,1502,275,-100,7,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/4oQjZpC6#49,
35742,0hTiA,r1bq2rk/pp3p1p/5PpQ/3pPB2/5R2/2N5/PP5P/R6K b - - 0 23,c8f5 h6h7 h8h7 f4h4,1611,75,97,5181,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/z0UGz3Of/black#46,
35744,0hTkC,b5k1/rq3ppp/pp2p1P1/3rN3/P6Q/2PR4/5P1P/R5K1 b - - 0 25,f7g6 h4d8 d5d8 d3d8,1266,79,91,139,kingsideAttack mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/rev6qJCx/black#50,
35777,0hW9J,2rqr1k1/pbp1bp2/1p2pn1Q/6N1/2PP4/3B4/PP4PP/3R1R1K b - - 2 17,e7f8 d3h7 f6h7 h6h7,1416,76,97,12388,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/nEz8p5XL/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
35786,0hWdy,5k2/ppqr2pQ/2p2p1p/2P5/8/7P/PP4P1/4R1K1 b - - 2 32,c7g3 h7h8 f8f7 h8e8,956,74,99,1671,endgame mate mateIn2 short,https://lichess.org/qzQMvNSl/black#64,
35823,0hZjB,8/2Qk1p2/4p2p/pN1p1b2/1p6/P2P4/1qP4K/8 b - - 1 42,d7e8 b5d6 e8f8 c7f7,1458,134,79,36,endgame mate mateIn2 short,https://lichess.org/SCtVPB6M/black#84,
35825,0hZtx,3rr3/1k5p/5R2/8/1N3P2/8/PPP3PP/1K1R4 w - - 1 33,d1d8 e8e1 d8d1 e1d1,1029,75,97,1751,backRankMate endgame mate mateIn2 short,https://lichess.org/Gm7czLZ6#65,
35830,0haA4,r1b1r1k1/ppp2ppp/8/4N3/4B3/2P5/PP3PPP/R2R2K1 b - - 0 15,e8e5 d1d8 e5e8 d8e8,726,79,99,967,endgame kingsideAttack mate mateIn2 short,https://lichess.org/30TMuGtZ/black#30,Queens_Pawn_Game Queens_Pawn_Game_London_System
35833,0haQK,k7/p1Q5/2p1r3/6r1/8/7p/P1P1KP1P/8 w - - 6 46,e2f1 g5g1 f1g1 e6e1,1710,80,70,62,attraction endgame mate mateIn2 queenRookEndgame sacrifice short,https://lichess.org/rgJcKsOQ#91,
35837,0harU,5r1k/2r3pp/p2R4/5B2/2P2Pn1/1P4Pq/P1Q4P/5RK1 b - - 0 27,f8f5 d6d8 f5f8 d8f8,832,78,82,205,mate mateIn2 middlegame short,https://lichess.org/vd0DXIMI/black#54,
35838,0hary,rnbqkb1r/pppn1pp1/3pP2p/8/2B5/2PQ1N2/PP3PPP/RNB1K2R b KQkq - 0 8,f7e6 d3g6 e8e7 g6e6,975,75,99,1246,mate mateIn2 opening short,https://lichess.org/k3vrUfR8/black#16,Philidor_Defense Philidor_Defense_Other_variations
35847,0hbCO,5q1k/bpp3pp/6p1/8/4n1P1/PP3N1P/1BQr2K1/R7 w - - 4 27,f3d2 f8f2 g2h1 e4g3,1068,74,97,2036,mate mateIn2 middlegame short,https://lichess.org/ZJZDG9YA#53,
35848,0hbCw,5bk1/2R2R2/p3p1p1/4P1Pp/3PKP2/1r5P/r7/2B5 w - - 1 35,f7f6 a2e2 c1e3 e2e3,1056,78,79,72,endgame mate mateIn2 short,https://lichess.org/tr2cjIv8#69,
35849,0hbGq,r6r/ppk5/n7/Q1p4B/5q1p/8/PPP2PP1/3R2K1 b - - 3 27,c7b8 d1d8 h8d8 a5d8,1093,85,80,57,mate mateIn2 middlegame queensideAttack short,https://lichess.org/Mlt5AJJd/black#54,
35856,0hbu7,rnb3kr/ppp5/6p1/3p4/3bq3/1Q4N1/PPPP2PP/RNB2RK1 w - - 2 15,g1h1 h8h2 h1h2 e4h4,1458,76,94,18669,attraction kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/ht8LVPNQ#29,Kings_Gambit_Declined Kings_Gambit_Declined_Panteldakis_Countergambit
35859,0hcSy,5rk1/2Q2ppp/pp2r3/2p2R2/2PpP3/3q4/PP4PP/5R1K w - - 0 24,f5f7 d3f1 f7f1 f8f1,1328,78,85,215,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/iVu45qvt#47,
35866,0hd4K,r3k1r1/2p1nQ1p/pp2P3/2q5/5R2/3B4/PPP4P/1K4Nb b - - 2 21,e8d8 f7f8 g8f8 f4f8,1488,76,95,8556,mate mateIn2 middlegame sacrifice short,https://lichess.org/RYxY5Ohd/black#42,
35877,0hdSI,8/ppp2Q2/2kp4/4p3/PP2Pb2/3P4/2P3r1/5K2 b - - 2 39,g2c2 f7e8 c6b6 e8b5,1883,127,80,13,endgame mate mateIn2 short,https://lichess.org/OohzHCbq/black#78,
35884,0hddK,1Rb1r1k1/1p2qppp/2p5/1P1n4/8/2PP1Q2/3B1PPP/1N3K1R w - - 0 19,f1g1 e7e1 d2e1 e8e1,1221,84,60,62,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/R7Uuuzha#37,Italian_Game Italian_Game_Evans_Gambit_Declined
35909,0hgBW,6r1/5Qpk/p2qp1Rp/3pR3/3n3N/7P/P4PP1/6K1 b - - 0 27,d6e5 g6h6 h7h6 f7g6,1505,74,97,8015,attraction endgame master mate mateIn2 pin sacrifice short,https://lichess.org/bJxjtkN7/black#54,
35920,0hgma,2kr4/1qp2pQp/1n2p3/1N1r4/8/R7/1PP3PP/R6K w - - 1 24,c2c4 d5d1 a1d1 d8d1,729,79,100,154,mate mateIn2 middlegame short,https://lichess.org/zn5JS7aJ#47,
35921,0hgvG,6k1/5p1p/p4qp1/1p2p2P/3pP1QN/3Pb3/Pr3P2/R5K1 w - - 4 36,f2e3 f6f2 g1h1 f2h2,1054,83,92,677,endgame mate mateIn2 short,https://lichess.org/4tcad2La#71,
35930,0hheA,r5k1/ppp3pp/2n2q2/8/3PQ3/P3p3/PB4PP/R3NK2 w - - 1 17,f1g1 f6f2 g1h1 f2f1,1424,77,82,135,fork mate mateIn2 middlegame short,https://lichess.org/mT8NMq0s#33,Saragossa_Opening Saragossa_Opening_Other_variations
35962,0hkWv,3r4/pp2bpkp/2p1q1bQ/4P3/2n3N1/2N5/P5PP/3R3K b - - 2 35,g7h8 d1d8 e7d8 h6f8,1197,76,92,354,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ut98sLI7/black#70,
35968,0hlBU,8/5pkp/8/p1Q5/4p3/1qp5/4RPPP/2K5 w - - 9 41,e2e4 b3b2 c1d1 b2d2,1233,98,85,26,endgame mate mateIn2 short,https://lichess.org/Ufk6gsQY#81,
35970,0hlIM,2r3k1/5pp1/p7/1p2R1p1/8/1p6/P1P2PPP/6K1 w - - 0 29,c2b3 c8c1 e5e1 c1e1,696,115,54,27,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/h8cNS5Fm#57,
35974,0hm8w,8/2Q3bk/1p1p3p/2n3p1/4b1N1/2Pq2P1/PP4P1/K1R4R w - - 3 28,h1d1 c5b3 a2b3 d3a6,1299,76,84,158,mate mateIn2 middlegame sacrifice short,https://lichess.org/egQNYEOR#55,
35975,0hmAL,r4r1k/1p3ppp/4q3/p4R2/3p2Q1/b7/1P4PP/1RB4K w - - 0 24,b2a3 e6e1 f5f1 e1f1,664,84,73,89,mate mateIn2 middlegame short,https://lichess.org/PkVrNVwl#47,
35977,0hmOC,8/k7/4p3/1r3p2/3P4/4PPp1/6P1/2R3K1 w - - 0 41,c1c6 b5b1 c6c1 b1c1,594,90,94,335,endgame mate mateIn2 rookEndgame short,https://lichess.org/YnnOFxi7#81,
35983,0hnCD,4q1k1/ppp2p1p/2n3pQ/3p2N1/3P4/P1PP2PP/5P1K/8 b - - 1 22,e8e2 h6h7 g8f8 h7f7,1107,80,55,72,endgame kingsideAttack mate mateIn2 short,https://lichess.org/n0eLWyCg/black#44,
35987,0hnIk,rnb2bnr/ppp1q2p/k2pB3/3Pp1pQ/P3Pp2/8/1PP3PP/RNB1K2R b KQ - 2 12,c8e6 h5e2 b7b5 e2b5,1252,75,99,1221,mate mateIn2 middlegame short,https://lichess.org/8Nb18nHJ/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
36007,0hoaP,6k1/2b2ppp/8/2R5/P7/5P2/5PK1/1r6 b - - 4 29,c7b6 c5c8 b6d8 c8d8,619,98,76,35,backRankMate endgame mate mateIn2 short,https://lichess.org/SlI6yQfI/black#58,
