,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
135444,2dEAi,rnb3kr/ppp3pp/3p4/8/4P2q/6p1/PPPPQ2P/RNB2RK1 b - - 1 10,c8h3 e2c4 d6d5 c4d5 h3e6 d5e6,1159,77,90,112,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/D0C1mTih/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
135445,2dECZ,1k6/pp1nq3/4B3/8/3p4/PQ6/1P6/1K6 b - - 5 54,d7c5 b3g3 b8a8 g3g8 e7d8 g8d8,1474,89,82,894,backRankMate endgame long mate mateIn3,https://lichess.org/QIVaVPYZ/black#108,
135529,2dL1Y,6k1/5pp1/1r1r3p/8/P1P5/2B5/2P2PPP/3R2K1 w - - 1 32,d1d6 b6b1 d6d1 b1d1 c3e1 d1e1,1248,97,87,39,backRankMate endgame long mate mateIn3,https://lichess.org/qbd3Sa8z#63,
135616,2dRZe,1k4r1/pPp5/8/8/8/3P1Ppq/PP1Q3P/R4RK1 w - - 1 25,h2g3 h3g3 g1h1 g8h8 d2h6 h8h6,2069,80,90,1564,endgame exposedKing long mate mateIn3,https://lichess.org/37zhUM9Y#49,
135642,2dTiP,1r6/8/p3p3/3p1p1p/2pPpP2/PrP3Pk/1P2RK2/R7 b - - 1 34,h3g4 a1h1 e4e3 f2g2 h5h4 h1h4,1864,75,89,844,defensiveMove endgame long mate mateIn3 rookEndgame,https://lichess.org/lGtYLlbQ/black#68,
135667,2dVOA,r6k/pp1nr1p1/2p3Bp/3p4/2PR4/4B2Q/q4PPP/3R1K2 w - - 0 21,e3h6 a2e2 f1g1 e2e1 d1e1 e7e1,1173,82,82,534,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ayvHgnZd#41,
135683,2dXJi,2r3k1/pbr1Nppp/4p3/2R5/3p1PnP/6P1/P2K2B1/2R5 b - - 4 30,c7e7 c5c8 b7c8 c1c8 e7e8 c8e8,1419,87,43,74,backRankMate long mate mateIn3 middlegame,https://lichess.org/eXDNsRu7/black#60,
135737,2dbZ9,5rk1/p1R2Bpp/3p4/7q/3P1R2/1P4P1/P3rPK1/8 b - - 0 26,f8f7 c7c8 e2e8 c8e8 f7f8 f4f8,1097,75,97,1065,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/mQR8IOYH/black#52,
135740,2dbrB,5rk1/ppb3pp/2pqPn2/8/N7/1P1N3P/1PP1Q1P1/4R1K1 w - - 5 27,e6e7 d6h2 g1f1 h2h1 f1f2 f6g4,2142,81,44,53,doubleCheck kingsideAttack long mate mateIn3 middlegame,https://lichess.org/ANmhWQff#53,
135742,2dbye,6k1/1r1q1r1p/3p1p1Q/p2N1bp1/1nP2p1P/1P3P2/P3R1P1/4R1K1 b - - 0 32,b4d5 e2e8 d7e8 e1e8 f7f8 h6f8,807,85,88,473,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/HSJFGW7q/black#64,
135764,2deDF,5rk1/p5pp/4p1r1/2N1Q3/1P1P1n2/P4qP1/2R2P1P/4R1K1 w - - 1 35,e5e4 f4h3 g1f1 f3f2 c2f2 f8f2,1627,74,91,573,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/xybJNzh9#69,
135765,2deDq,2k4r/ppp3pp/7n/4qp2/8/1P1QP3/P1P2PPP/3R2K1 b - - 1 18,h6g4 d3d7 c8b8 d7d8 h8d8 d1d8,1397,101,57,36,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/XDyL55Ch/black#36,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French
135773,2deis,2kr1bnr/pp4pp/2n5/5p1q/Q1N2Bb1/2P2p2/PP2BPPP/2KR3R b - - 1 13,f3e2 c4b6 a7b6 a4a8 c6b8 a8b8,1891,75,96,4688,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/5UymHsnb/black#26,Sicilian_Defense Sicilian_Defense_Alapin_Variation
135780,2df9i,8/p1P5/8/8/8/6p1/PP3k1p/7K w - - 2 44,c7c8q g3g2 h1h2 g2g1q h2h3 g1g3,1190,212,-50,6,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame,https://lichess.org/peIfsgE5#87,
135812,2dh2r,4qr2/1pp5/1p1p4/k5R1/3QP3/1r1P4/6PK/8 b - - 3 42,a5a6 d4a1 b3a3 a1a3 e8a4 a3a4,2092,78,88,347,endgame long mate mateIn3,https://lichess.org/2xA4T31q/black#84,
135858,2dlJJ,1R6/2rkb2R/3p2P1/3Pp3/8/4B3/1p3PK1/r7 b - - 2 40,b2b1q h7e7 d7e7 e3g5 e7d7 b8d8,2093,80,76,86,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/7UcfzNlY/black#80,
135907,2doSw,1rb2rk1/5p1p/p2R1Qp1/2NB4/1p6/7q/1PPK1P2/8 b - - 2 24,h3f5 d5f7 f8f7 d6d8 f7f8 d8f8,1679,74,94,4321,long mate mateIn3 middlegame sacrifice,https://lichess.org/eL1ewgUr/black#48,
135950,2ds5v,4r1k1/1bp3pp/1p1p2rq/P2Pp3/4Pp2/2PB1Pn1/3Q1BPP/1R3RK1 w - - 1 25,f1e1 h6h2 g1h2 g6h6 h2g1 h6h1,1253,75,93,353,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/IxQnW7f3#49,
135977,2dtOL,r4r1k/ppp3p1/2nb1q1p/3B4/3PQ3/8/PPP2PPP/R1B1R1K1 w - - 1 16,d5c6 f6f2 g1h1 f2f1 e1f1 f8f1,1070,75,93,1443,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/BzJK8SFk#31,Bishops_Opening Bishops_Opening_Calabrese_Countergambit
135981,2dtqt,2kr4/1p2bpp1/p3b2p/8/6PP/q3BP2/1PP2Q2/2K2B1R w - - 0 23,b2a3 e7a3 c1b1 d8d1 e3c1 d1c1,1034,77,87,90,long mate mateIn3 middlegame queensideAttack,https://lichess.org/TbhlhPvb#45,
136035,2dx8Y,rn2k2r/pp3ppp/1q6/2bpN3/4nP2/8/PPP1Q1PP/RNB2R1K w kq - 1 12,b1c3 e4g3 h2g3 b6h6 e2h5 h6h5,1902,79,94,9609,kingsideAttack long mate mateIn3 opening sacrifice,https://lichess.org/JhGBXKBf#23,French_Defense French_Defense_La_Bourdonnais_Variation
136066,2dzMu,2k5/2p5/ppQ1R3/8/3P1p2/1P5q/PB2K1r1/4R3 w - - 4 36,e2d1 h3d3 d1c1 d3d2 c1b1 d2b2,1624,74,94,894,endgame exposedKing long master mate mateIn3,https://lichess.org/VR9rZlaQ#71,
136080,2dzz8,1rb3k1/4rppp/p4n2/4B3/8/1Pq2B1P/P4PP1/1R1QR1K1 b - - 0 21,e7e5 d1d8 f6e8 d8e8 e5e8 e1e8,1443,86,74,593,backRankMate long mate mateIn3 middlegame xRayAttack,https://lichess.org/wr5LyMy8/black#42,
136131,2e4On,rnr3k1/p1q2ppp/8/1p2R3/Q2p4/3P1N2/PP2PPBP/1K5R w - - 0 21,a4b5 c7c2 b1a1 c2c1 h1c1 c8c1,1095,78,90,213,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/7DOXH7xv#41,
136134,2e4fM,r5k1/pp2rpp1/8/2p1n3/5q2/2PP3Q/P1P2P2/1K1R3R b - - 1 22,e5g6 h3h7 g8f8 h7h8 g6h8 h1h8,1048,76,90,460,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/5A47nbK9/black#44,
136161,2e6I2,1r6/p1p1knp1/3p4/2b1p2p/3PPqr1/1Q6/PP3BB1/5RRK w - - 0 30,b3b8 g4h4 f2h4 f4h4 g2h3 h4h3,1332,76,86,99,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/KbCVkmJr#59,
136162,2e6Li,5qk1/Q4pp1/4p2p/b3P1N1/2P5/P7/6PP/7K b - - 0 32,f8a3 a7f7 g8h8 f7e8 a3f8 e8f8,1872,75,96,3576,endgame long mate mateIn3,https://lichess.org/EzOs5siP/black#64,
136181,2e7ZC,2r1r2k/pp3Rb1/3pp1p1/qb4B1/2B1P1Q1/1P6/P5PP/2R4K w - - 4 24,c4e6 c8c1 g5c1 a5e1 f7f1 e1f1,1059,91,77,171,fork long mate mateIn3 middlegame,https://lichess.org/Kv4an5Wz#47,
136225,2eB4y,3r2k1/5ppp/8/p7/1pQ5/6B1/Pq3bPP/5R1K b - - 3 31,f2g3 c4f7 g8h8 f7f8 d8f8 f1f8,942,76,87,612,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/oMSw4UxG/black#62,
136295,2eHOD,6k1/1p4p1/4R3/PP5p/r7/2PR4/5PPP/6K1 w - - 1 32,a5a6 a4a1 d3d1 a1d1 e6e1 d1e1,649,80,99,839,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/4dGHM10f#63,
136334,2eKD3,3kr3/2rp3P/6R1/p7/4n1Q1/7P/PPb5/2K1R3 w - - 2 34,g6g8 c2d3 c1d1 e4f2 d1d2 c7c2,2320,76,93,642,discoveredAttack fork long mate mateIn3 middlegame,https://lichess.org/GELO7AkB#67,
136479,2eUcd,4r1k1/1pp2r2/p5Q1/2pP4/2P2q2/5N2/PP3PP1/1K5R b - - 0 24,g8f8 h1h8 f8e7 g6e6 e7d8 e6e8,1387,75,92,5845,endgame exposedKing long mate mateIn3,https://lichess.org/dkUxofMf/black#48,
136519,2eXzj,3r2k1/p5p1/p3p1Pp/4q3/2Q5/P7/1P1r1P1R/4RK2 b - - 1 28,e5h2 c4e6 g8h8 e6e8 d8e8 e1e8,894,76,100,163,endgame long mate mateIn3 sacrifice,https://lichess.org/ojSvVPGa/black#56,
136641,2eiT8,2r1r2k/1b5p/1pq2p1Q/p4Np1/3p1N2/1Pb1P3/P4PPP/3R1R1K b - - 1 28,c8c7 f4g6 h8g8 h6g7 c7g7 f5h6,2278,81,85,222,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/ALyOTvW7/black#56,
136675,2el9Q,8/5p1k/p3rPp1/6Q1/1p4P1/4pq2/PP1r4/6KR b - - 4 36,h7g8 h1h8 g8h8 g5h6 h8g8 h6g7,1507,75,92,523,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/RW0fu2Rj/black#72,
136680,2elFg,3rr3/p4pkp/3q4/2Q5/2b5/5N2/PP3PPP/2R2K1R w - - 1 22,c5c4 d6d1 c1d1 d8d1 f3e1 d1e1,867,75,100,251,long mate mateIn3 middlegame sacrifice,https://lichess.org/LYpiLq6Z#43,
136709,2enbP,5rk1/2n2Qpp/pq2p3/1p2P3/4N3/4b3/PPP1B1PP/3R1R1K b - - 0 23,f8f7 d1d8 c7e8 d8e8 f7f8 f1f8,1233,155,83,26,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/soM14Fif/black#46,
136848,2exyj,5rk1/pp3qpp/2n5/8/4p3/PPN1Q3/2P3PP/3R2K1 w - - 1 25,e3e4 f7f2 g1h1 f2f1 d1f1 f8f1,1028,79,93,380,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/OPhN5kH5#49,
136883,2ezwJ,k7/5R2/1Rp1B3/6pp/4P3/2P3PK/2Pr3P/7r w - - 0 29,g3g4 h1h2 h3g3 h5h4 g3f3 h2h3,2103,77,89,1293,endgame long mate mateIn3,https://lichess.org/068AzS1v#57,
136957,2f55R,3r1r2/2q1bp1k/bp1p1n1p/2p1pNR1/4P3/P2P1P1P/1PPQ1P1B/R3K3 b Q - 0 21,f8g8 g5g7 g8g7 d2h6 h7g8 h6g7,2043,78,82,301,attraction discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/fNFLii05/black#42,
137030,2fAQp,2rk3N/1p6/p2Q4/8/8/P7/KP1p4/7q b - - 2 45,d8e8 d6e6 e8d8 h8f7 d8c7 e6d6,1298,75,89,1079,endgame exposedKing fork long mate mateIn3,https://lichess.org/J09VJZBS/black#90,
137080,2fE8Q,8/2k5/5Q2/1p1p4/3P4/2P5/PPK1q1P1/8 w - - 1 42,c2b3 e2d1 b3b4 d1a4 b4c5 a4c4,1685,74,91,1317,endgame long mate mateIn3 queenEndgame,https://lichess.org/4bGe4pz7#83,
137171,2fKqJ,3r2k1/p5pp/4p3/6q1/8/5Q2/5R1K/2R5 b - - 7 44,g5c1 f3f7 g8h8 f7f8 d8f8 f2f8,1071,88,93,2917,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Wn6uTLPC/black#88,
137189,2fM9M,r4k1r/p1Bp4/1pnNp1p1/3P1p2/8/4P3/P1PKBq1P/Q7 b - - 1 21,h8h2 a1f6 f8g8 f6g6 g8h8 d6f7,1871,78,89,104,exposedKing long mate mateIn3 middlegame,https://lichess.org/9yyQL3WJ/black#42,
137207,2fO37,7k/2p3pp/p1Qp2r1/q7/4r1b1/P2K4/1PP5/4R1R1 b - - 5 28,e4e1 c6a8 g4c8 a8c8 e1e8 c8e8,1623,79,92,3416,backRankMate endgame long mate mateIn3,https://lichess.org/etM6RNrj/black#56,
137212,2fOIo,6k1/pp4p1/4pp2/6p1/4q3/2P1R2Q/Pr4rP/5R1K b - - 3 38,e4c2 h3e6 g8h7 e3h3 h7g6 e6e8,1683,73,97,10124,endgame long mate mateIn3,https://lichess.org/ogrJtwsr/black#76,
137216,2fOcA,5r1k/p4qpp/3p4/2p5/4Q3/8/PPP3PP/RNB1R1K1 w - - 3 20,b1c3 f7f2 g1h1 f2f1 e1f1 f8f1,1322,81,69,117,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/uozzt9l1#39,
137221,2fP3u,6rk/1p3p1p/p1p2pr1/2Pp1Q2/1P1P3R/6PP/P3qP2/3R2K1 w - - 1 32,d1f1 g6g3 f2g3 g8g3 g1h1 e2g2,1327,141,58,33,endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/Z7kf5kIm#63,
137223,2fPE3,1r4k1/5rpp/2qp1p2/4pP2/P3N1Q1/7P/PP4P1/1K1R4 w - - 0 29,d1d6 b8b2 b1b2 f7b7 b2a1 c6c1,1425,75,93,1146,attraction endgame long mate mateIn3 queensideAttack sacrifice,https://lichess.org/ToDlGrp9#57,
137228,2fPjm,3r1r1k/2p4p/pb6/4NnR1/8/7P/PP4P1/4R2K b - - 8 28,d8d2 e5f7 f8f7 e1e8 f7f8 e8f8,1721,76,55,581,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/SS94hYjm/black#56,
137271,2fT25,r5k1/p1pp2pp/1p3r2/2bPn3/4Pp1q/5P2/PP1BB1PP/R2Q1R1K w - - 3 16,d2e1 h4h2 h1h2 f6h6 e1h4 h6h4,1186,124,80,15,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/ORAj303q#31,Indian_Defense Indian_Defense_Budapest_Defense
137276,2fTLL,1r6/p1p4p/b2p1kp1/2p1r3/2P1P3/4RN2/P1R2PPP/6K1 w - - 2 24,f3e5 b8b1 c2c1 b1c1 e3e1 c1e1,1311,77,90,1387,backRankMate endgame long mate mateIn3,https://lichess.org/e2HgZnEg#47,
137422,2fepL,5r1k/5p1p/p7/2p1Bb2/P2p1P2/6R1/2r2P1P/4R1K1 b - - 0 35,f7f6 e5f6 f8f6 e1e8 f6f8 e8f8,857,86,95,643,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/Jete9VmH/black#70,
137450,2fgym,2r1r1k1/5ppp/pq3n2/3pR3/1p1P4/2P1Q3/PP1N2PP/4R1K1 b - - 3 21,b4c3 e5e8 f6e8 e3e8 c8e8 e1e8,826,76,65,712,backRankMate long mate mateIn3 middlegame,https://lichess.org/nTUIfd5l/black#42,
137452,2fh3t,2r1r1k1/p2q1pp1/8/5P1p/4p1nP/1P2N1Q1/PBP5/1K3B1R w - - 0 31,e3g4 d7d1 b2c1 d1c2 b1a1 c2c1,1792,76,93,1733,deflection long mate mateIn3 middlegame queensideAttack,https://lichess.org/h34RpU3W#61,
137483,2fjiI,3rR1k1/ppp3bp/2n3p1/6N1/2PqQ3/1P5P/P4PPK/8 b - - 3 28,d8e8 e4e8 g7f8 e8f7 g8h8 f7f8,1409,75,88,723,deflection endgame long mate mateIn3,https://lichess.org/vafwgJWn/black#56,
137537,2fnhn,6k1/3b2p1/p6q/3p1pN1/2pP1P1P/2P2Q2/r7/4R1K1 b - - 1 31,h6h4 f3d5 g8h8 d5a8 d7e8 a8e8,1995,126,37,17,endgame fork long mate mateIn3,https://lichess.org/IFASJqkQ/black#62,
137582,2fqUX,r2qnk2/p1p3pp/1p4r1/3B1bN1/3P3P/4Q1P1/PP3P2/R3R1K1 b - - 0 20,d8d5 e3e7 f8g8 e7e8 a8e8 e1e8,1778,74,91,234,deflection long mate mateIn3 middlegame,https://lichess.org/gFB0840j/black#40,
137600,2fs8G,r4rk1/pQ1Rnqpp/1p6/2p3B1/8/2P5/PP4PP/4R1K1 w - - 4 24,d7e7 f7f2 g1h1 f2f1 e1f1 f8f1,1105,79,93,4587,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/9R9FygOJ#47,
137614,2fsmG,3r2r1/pp3ppk/2n4p/3bqN2/7Q/6RP/PP4P1/5R1K b - - 7 26,f7f6 g3g7 g8g7 h4h6 h7g8 h6g7,1315,74,95,7736,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/edH3xCGr/black#52,
137618,2ft13,r2qk3/pp3pp1/2p5/3pP3/4n1Qr/2NBP1p1/PP4P1/R1B2RK1 w q - 3 16,g4g7 h4h1 g1h1 d8h4 h1g1 h4h2,1513,75,95,13519,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nCGI7T6s#31,English_Opening English_Opening_Agincourt_Defense
137621,2ftFT,2r2k2/pp5R/6Q1/3Ppr2/8/4N3/PPP2q2/1K4R1 w - - 1 26,e3f5 f2c2 b1a1 c2c1 g1c1 c8c1,1084,78,64,49,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/ingloLSo#51,
137643,2fub2,r4rk1/p5p1/2p3Rp/2p2q2/3p4/8/PPP2PPP/R1BQ2K1 w - - 3 19,g6g3 f5f2 g1h1 f2f1 d1f1 f8f1,930,79,86,153,backRankMate long mate mateIn3 middlegame,https://lichess.org/PMdw09Ur#37,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
137685,2fxLb,6r1/bpp2k2/p1Pp3B/4p3/4P2P/2P2b2/PP3Pr1/RN3R1K w - - 1 23,b1d2 g2g1 h1h2 g8g2 h2h3 f3g4,1861,76,92,1377,doubleCheck exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/hSgOU8PF#45,
137757,2g39o,r2qnnk1/p3b1pp/4p3/2p1P3/3p4/P1N1BQP1/1PPN2KP/5R2 b - - 1 24,d4e3 f3f7 g8h8 f7f8 e7f8 f1f8,1119,74,96,6014,backRankMate deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/INduXErT/black#48,
137800,2g70H,r6r/1ppq1pk1/p1n2p2/4pN1Q/4P3/1P1PP2P/2P3P1/5RK1 b - - 5 19,g7g8 h5g4 g8f8 g4g7 f8e8 g7h8,1847,76,98,6751,fork long mate mateIn3 middlegame,https://lichess.org/DbLNwrH9/black#38,Elephant_Gambit Elephant_Gambit_Other_variations
137844,2g9aT,2r3k1/pp1nrp2/4p1Rp/4P3/1P1p1P2/2qQ3P/P1B3P1/5RK1 b - - 0 25,g8f8 g6g8 f8g8 d3h7 g8f8 h7h8,1276,75,100,269,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/4hidyfQk/black#50,
137859,2gB7C,5r1k/5p1p/p6N/1p6/6RQ/2q1p3/P1r3bP/4R1K1 b - - 3 29,g2f3 h6f7 f8f7 h4d8 f7f8 d8f8,1947,76,95,8945,long mate mateIn3 middlegame sacrifice,https://lichess.org/ECs2xgGg/black#58,
137869,2gBVR,4r1kR/pp3pp1/2p5/6B1/3P4/2PB2QP/1P4PK/q3r3 b - - 2 25,g8h8 g3h4 h8g8 h4h7 g8f8 h7h8,961,75,96,2961,endgame long mate mateIn3,https://lichess.org/O1TiNQEO/black#50,
137889,2gDKu,6k1/2b2p2/p3pBp1/Pp1p3p/r7/4KP2/2R5/8 b - - 5 35,c7a5 c2c8 a5d8 c8d8 g8h7 d8h8,906,96,63,35,endgame long mate mateIn3,https://lichess.org/54MP29eQ/black#70,
137919,2gFXQ,8/6R1/1p5p/1P2P3/2P1r1Pk/8/8/7K w - - 1 48,g7g6 h4g3 g6f6 e4e1 f6f1 e1f1,1859,73,96,6576,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/DpMX048R#95,
137994,2gJla,6k1/2p2pp1/1rp4p/p2p1q2/r2P4/1PQ1P3/1R3PPP/1R4K1 w - - 0 28,b3a4 f5b1 b2b1 b6b1 c3c1 b1c1,1275,75,94,5572,backRankMate endgame long mate mateIn3 xRayAttack,https://lichess.org/HFd8Zi2W#55,
138020,2gLOF,r1b4Q/pppk4/8/3pPp2/2PP1q2/6R1/PP5K/8 b - - 11 36,d7c6 h8e8 c8d7 e8g6 d7e6 g6e6,2475,105,90,74,endgame long mate mateIn3,https://lichess.org/tDttwRPY/black#72,
138046,2gN2K,1k1r1r2/p2q4/1R1p4/2nPpp1p/2P3pP/Q3P1P1/2PN4/R5K1 b - - 0 26,a7b6 a3a8 b8c7 a1a7 c5b7 a8b7,1397,77,68,216,exposedKing long mate mateIn3 middlegame queensideAttack,https://lichess.org/L3apYni7/black#52,
138121,2gS9i,8/8/p2p2k1/4p3/N4p2/P1P1nP1P/R4NPK/1r6 w - - 7 34,f2g4 e3f1 h2g1 f1g3 g1f2 b1f1,1699,74,94,1534,discoveredAttack endgame hookMate long mate mateIn3,https://lichess.org/rLOgpspj#67,
138138,2gTS7,2r3k1/6pp/p3p3/1q1pP3/3P2PP/1P1b4/PbpBBQ2/5RK1 b - - 5 31,d3e2 f2f7 g8h8 f7f8 c8f8 f1f8,1184,77,88,434,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/AE8495bJ/black#62,
138161,2gVMi,8/4R3/5kp1/8/7N/7P/pq1r2P1/4R1BK b - - 2 40,a2a1q e1e6 f6g5 e6g6 g5f4 g2g3,2149,75,94,111,long mate mateIn3 middlegame,https://lichess.org/OsvnsAOf/black#80,
138179,2gWxU,2Q2nk1/pp3rp1/7p/3P4/8/8/Pq4PP/3RR1K1 w - - 4 31,e1e8 b2f2 g1h1 f2f1 d1f1 f7f1,968,82,92,219,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vEgc5Gle#61,
138274,2geWK,6rk/p6p/2n1p2r/3pPp2/3P1p2/1PP2BqP/P2Q1RP1/R6K w - - 1 27,a1f1 h6h3 g2h3 g3h3 f2h2 h3f1,1236,143,57,9,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/QQNuzFMc#53,
138296,2ggS8,4r3/2kp1ppp/8/1RB1P3/1Pp5/5N2/r4PPP/2R3K1 w - - 0 24,c1c4 a2a1 c4c1 a1c1 f3e1 c1e1,970,88,89,258,backRankMate endgame long mate mateIn3,https://lichess.org/BvDPBqZg#47,
138320,2gipU,1k6/ppp3p1/2p1B3/4N2p/8/2P1P3/br4PP/5RK1 b - - 1 23,a2e6 f1f8 e6c8 e5d7 b8a8 f8c8,1066,77,93,1834,backRankMate deflection endgame long mate mateIn3 pin,https://lichess.org/0dps99iU/black#46,
138338,2gkNl,3R1bk1/5p1p/p3p1p1/2p2q2/NnP2P2/1PQ4P/r5P1/3R2K1 b - - 1 24,f5f4 d8f8 g8f8 c3h8 f8e7 h8d8,1596,74,99,4377,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/3gpVVzak/black#48,
138385,2gnCU,6k1/1p4p1/p5Q1/4N3/3Pn2q/P3P2P/1P3P1P/6K1 w - - 7 33,g6g4 h4f2 g1h1 f2f1 g4g1 e4f2,1340,74,93,752,endgame long mate mateIn3,https://lichess.org/w2sKM2Nk#65,
138508,2gwjE,rnb2rk1/5ppp/2p1p3/1p2P1BQ/4q3/2b5/PP4PP/3R1R1K b - - 1 16,c3e5 h5f7 f8f7 d1d8 f7f8 f1f8,2298,78,91,764,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/yx1KVgv2/black#32,English_Opening English_Opening_Other_variations
138518,2gy64,2rr2k1/4R1p1/2q3Pp/3b1P2/1p6/p7/PPP4Q/1KN1R3 w - - 0 33,h2e5 c6c2 b1a1 c2c1 e1c1 c8c1,1753,75,96,4356,deflection long mate mateIn3 middlegame queensideAttack,https://lichess.org/8nldHa58#65,
138542,2gzpJ,2r3k1/2q2p1p/p3p1p1/8/1p6/1PB2Q2/PP4PP/1K1R4 w - - 0 34,c3d4 c7c2 b1a1 c2c1 d1c1 c8c1,981,89,93,2780,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/nkP6KQg5#67,
138562,2h14U,3r3k/5p1p/5p2/7P/4P1Q1/Pp3P2/1Pq3P1/K6R w - - 0 32,g4f4 d8d1 h1d1 c2d1 f4c1 d1c1,961,78,84,284,endgame long mate mateIn3,https://lichess.org/U2j52FFP#63,
138575,2h1p0,r3k1nr/ppp2ppp/q5b1/4P3/4PB2/1P3P2/P2Q2PP/R2R3K b kq - 2 16,g8e7 d2d7 e8f8 d7d8 a8d8 d1d8,1269,76,85,89,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/GN8IgOBH/black#32,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
138626,2h6B4,2Q5/6k1/2Q5/6bp/1P4p1/4p3/P2rK3/8 w - - 1 53,e2e1 g5h4 e1f1 e3e2 f1g2 e2e1q,1543,74,91,1489,advancedPawn deflection discoveredAttack endgame exposedKing long mate mateIn3 promotion,https://lichess.org/XI4qehsb#105,
138672,2h9QM,8/8/2p3R1/2P3p1/1P3k2/P6P/2r3P1/7K w - - 2 42,g6c6 f4g3 c6f6 c2c1 f6f1 c1f1,1370,74,95,5212,endgame long mate mateIn3 rookEndgame,https://lichess.org/ia2Obpsb#83,
138803,2hJYz,7r/R4pk1/2p4r/6p1/2P3B1/1P2p1qP/P3QbP1/5R1K w - - 1 33,a7a5 h6h3 g2h3 h8h3 g4h3 g3h3,1410,130,75,32,long mate mateIn3 middlegame sacrifice,https://lichess.org/UF90blDw#65,
138844,2hMMH,3r2k1/4Rr1p/1p4pQ/p1n2p2/2q5/2PpR1P1/P4P1P/4N1K1 b - - 3 28,d3d2 e7e8 d8e8 e3e8 f7f8 h6f8,910,75,100,198,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/oCwybCGu/black#56,
138858,2hNPt,6k1/5ppp/4p3/8/3P4/2r4P/Rp2K1P1/8 b - - 0 41,b2b1q a2a8 b1b8 a8b8 c3c8 b8c8,597,93,76,306,backRankMate endgame long mate mateIn3 queenRookEndgame,https://lichess.org/9wWqoyTj/black#82,
138909,2hQRS,r2q1rk1/pp2nNpp/2p3P1/4P3/1bbP4/8/PPP3PP/R1BQ1RK1 b - - 0 16,d8b6 g6h7 g8h7 d1h5 h7g8 h5h8,1627,77,96,14087,advancedPawn attraction kingsideAttack long mate mateIn3 middlegame,https://lichess.org/bwvmWt5l/black#32,Four_Knights_Game Four_Knights_Game_Halloween_Gambit
138977,2hVe2,6k1/3R2pp/pb2p1r1/1p2N3/4P2Q/1P6/P2q1rPP/5RK1 w - - 0 27,d7d2 f2g2 g1h1 g2g1 f1g1 g6g1,2109,74,95,2547,doubleCheck long master mate mateIn3 middlegame,https://lichess.org/zZDBZ25E#53,
