,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
131826,2YvMW,7r/1p3p2/p1p2k2/3p2q1/5p2/PB1P1QrP/1PP2RPK/4R3 w - - 1 29,f3e2 g3h3 g2h3 h8h3 h2h3 g5g3,2337,74,93,4270,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/iucO7w4s#57,
131856,2YxSW,5rk1/1p3q1p/p3Q1p1/4p3/P1P5/1P6/6PP/R5K1 w - - 2 23,e6e5 f7f2 g1h1 f2f1 a1f1 f8f1,1087,77,90,366,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/fj9UAixI#45,
131889,2Yzge,r4rk1/p1p3pp/1npp1q2/4p1b1/4P3/1PNRB2Q/P1P2PPP/R5K1 w - - 3 16,e3g5 f6f2 g1h1 f2f1 a1f1 f8f1,1028,76,95,1391,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/AcsazWjK#31,Scotch_Game Scotch_Game_Other_variations
131943,2Z4Mm,1R6/8/1P4pp/8/1r3kP1/7P/8/7K w - - 2 43,b6b7 f4g3 b8e8 b4b1 e8e1 b1e1,1533,74,95,6692,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/KeGg2DUf#85,
132050,2ZChp,2r4k/R5pr/5pnp/2B5/8/P5K1/6PP/8 b - - 0 34,c8c5 a7a8 c5c8 a8c8 g6f8 c8f8,797,111,47,33,backRankMate endgame long mate mateIn3,https://lichess.org/8RpttIop/black#68,
132205,2ZOh9,2kr3r/ppp2pp1/8/3P4/7n/P1NP2Bq/1P2RP1P/R2Q2K1 w - - 3 22,d1f1 h4f3 g1h1 h3h2 g3h2 h8h2,1616,78,87,742,arabianMate kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/yTTgD5ei#43,
132242,2ZRqf,N1q2b1r/4np2/2kP4/1pp5/3p4/Q4pB1/PP3P2/R3R1K1 w - - 0 24,d6e7 h8h1 g1h1 c8h3 g3h2 h3g2,1700,74,93,1298,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/mE0a9Gvj#47,
132267,2ZU1d,2rr2k1/p4ppp/1pp2q2/3p4/4P3/2PQ4/PP1R1PPP/3R2K1 b - - 1 18,d5e4 d3d8 c8d8 d2d8 f6d8 d1d8,632,100,92,1200,backRankMate endgame long mate mateIn3,https://lichess.org/4G72wiAy/black#36,Scotch_Game Scotch_Game_Other_variations
132269,2ZUBm,1r5k/2b3pp/p1q2p2/8/8/3QN2P/1P3PP1/3R2K1 b - - 0 30,b8d8 d3d8 c7d8 d1d8 c6e8 d8e8,771,89,73,68,backRankMate endgame long mate mateIn3,https://lichess.org/OCVJ7rGZ/black#60,
132284,2ZV00,7k/pbq2Bpp/1p1n1n2/8/8/8/PPP1QPPP/4R1K1 b - - 0 23,d6f7 e2e8 f6g8 e8g8 h8g8 e1e8,731,84,98,2865,attraction backRankMate endgame long master mate mateIn3 sacrifice,https://lichess.org/sKWaxmur/black#46,
132293,2ZVW2,r5k1/ppq2ppp/8/2P1R3/8/BQP5/P2r2PP/5RK1 b - - 0 20,c7e5 b3f7 g8h8 f7f8 a8f8 f1f8,993,91,91,342,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/PrpIRXg0/black#40,
132302,2ZWJW,4r1k1/6pp/6b1/2pPq3/1p6/5Q2/1P4PP/5RK1 b - - 1 30,g6e4 f3f7 g8h8 f7f8 e8f8 f1f8,1078,75,94,3167,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/YMphfjBP/black#60,
132332,2ZYi8,2r3k1/3b1q2/1Q1RN2p/3pP1p1/8/P6P/5PP1/6K1 w - - 1 35,e6d4 c8c1 g1h2 f7f4 g2g3 f4f2,1339,77,84,541,endgame long mate mateIn3,https://lichess.org/lZSCxs8n#69,
132371,2Zazy,3rr1k1/p4ppp/2p1q3/2R2b2/B4B2/1PN2QP1/P4PKP/R7 w - - 1 23,c5c6 f5h3 g2g1 e6e1 a1e1 e8e1,1770,77,96,9013,long mate mateIn3 middlegame sacrifice,https://lichess.org/lzNYcecz#45,
132417,2Ze9r,4rrk1/1Q4bp/5pp1/2NP4/5P2/2qN2Pb/5R1P/4R1K1 w - - 6 37,e1c1 c3c1 d3c1 e8e1 f2f1 e1f1,1736,73,95,9427,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/LlcB13ED#73,
132432,2ZfZ6,1n3rk1/p4qb1/1pp1R1Q1/3p4/3P4/8/PPP2PPP/R5K1 w - - 1 20,g6g4 f7f2 g1h1 f2f1 a1f1 f8f1,923,78,85,147,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/UgQv2l3t#39,
132491,2ZjH0,1k1r1r2/1P4Q1/3bp3/BR1p3p/3P2p1/P7/2q3PP/R5K1 w - - 1 31,a5d8 c2f2 g1h1 f2f1 a1f1 f8f1,1375,136,83,41,long mate mateIn3 middlegame sacrifice,https://lichess.org/9agtQw3g#61,
132549,2ZnVt,4r3/5pqk/2p3pp/1b6/8/1B4Q1/P4PPP/4R1K1 w - - 0 31,e1e8 g7a1 b3d1 a1d1 e8e1 d1e1,697,97,73,98,endgame long mate mateIn3,https://lichess.org/1jwaQCXJ#61,
132552,2Znb2,2rq1rk1/pp1nb1p1/2p3P1/3pN3/3Pnp2/P1N1P3/1P3P2/R2QK2R b KQ - 1 17,d7e5 h1h8 g8h8 d1h5 h8g8 h5h7,1766,75,94,4849,attraction fork long mate mateIn3 middlegame sacrifice,https://lichess.org/turB41YE/black#34,Indian_Defense Indian_Defense_Normal_Variation
132580,2ZpuZ,2r2r1k/5pp1/p1b1p2p/1pP5/4P2R/3B2q1/PP1Q2P1/1K5R b - - 3 26,f8d8 h4h6 g7h6 d2h6 h8g8 h6h8,1529,77,85,1240,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/AmlNECYN/black#52,
132591,2ZqSc,1k1r4/2pq2p1/1p3p2/7p/1n6/1B4QP/PPP2PP1/2K4R w - - 2 22,a2a4 d7d2 c1b1 d2d1 h1d1 d8d1,1380,75,93,3181,endgame long mate mateIn3 queensideAttack sacrifice,https://lichess.org/gIsvPYJv#43,
132643,2ZtWd,5Q2/7p/p5qk/1ppB1pp1/5P2/1P4PK/P3r2P/8 b - - 3 35,g6g7 f4g5 h6g6 d5f7 g7f7 f8h6,2055,78,90,54,endgame long mate mateIn3 pin sacrifice,https://lichess.org/YLmu8NY5/black#70,
132645,2ZtkL,1r4k1/5ppp/2b1p3/3p3Q/4n3/P1PBq3/3r2PP/R4R1K b - - 1 24,d2d3 h5f7 g8h8 f7f8 b8f8 f1f8,897,81,93,426,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/VMEIaoPz/black#48,
132742,2a0XW,6k1/3bbp1p/q4p1Q/n3p3/Np2P3/1P2R3/5PPP/4K3 b - - 2 31,e7f8 e3g3 d7g4 g3g4 g8h8 h6f8,986,75,95,532,deflection long mate mateIn3 middlegame,https://lichess.org/1VX7ZgZB/black#62,
132770,2a2Ho,r4rk1/5pp1/p3b2p/1p6/1N1b1q2/P2B4/1PQ1RPPP/2R3K1 b - - 6 20,f8c8 c2c8 a8c8 c1c8 e6c8 e2e8,1795,75,91,995,long mate mateIn3 middlegame sacrifice,https://lichess.org/UayWEre5/black#40,
132939,2aGZv,k7/1p3pr1/6r1/P4q2/3Q3P/2P3P1/2P2P2/R4RK1 w - - 3 29,a5a6 g6g3 f2g3 g7g3 g1h1 f5h3,2021,222,46,6,endgame long mate mateIn3 sacrifice,https://lichess.org/XHSiP9nm#57,
132944,2aGuk,1r4k1/2p2pp1/4p2p/6q1/3Q4/N7/P1P2PPP/1r3RK1 w - - 0 25,f1b1 b8b1 a3b1 g5c1 d4d1 c1d1,779,79,97,1248,backRankMate endgame fork long mate mateIn3,https://lichess.org/ZLSaHmJY#49,
132962,2aIIW,2r2rk1/6p1/p2p1b2/1p1Q4/3nRP2/P2n2B1/1Pq3PP/4R2K b - - 2 30,f8f7 e4e8 c8e8 e1e8 g8h7 d5h5,1798,75,93,1616,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/d1bH6aXP/black#60,
132978,2aJQI,3b2rk/1p3ppp/p2p1B2/3PpP2/P2nP3/2r2PRQ/1q2B2P/3R3K b - - 0 27,d8f6 h3h7 h8h7 g3h3 f6h4 h3h4,1155,77,91,463,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CSGOq7al/black#54,
132983,2aJme,8/5b2/R5kp/3r2p1/8/7P/2r2PP1/6K1 b - - 4 53,g6h5 g2g4 h5h4 a6h6 f7h5 h6h5,1204,82,69,55,deflection endgame long mate mateIn3,https://lichess.org/D3SsmfTW/black#106,
133067,2aPoD,r1b2rk1/ppp2ppp/1n6/8/1q6/PB3Q1P/1P3PP1/3R1RK1 b - - 0 16,b4b5 f3f7 f8f7 d1d8 b5e8 d8e8,1638,74,94,3842,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/gTeSgTUg/black#32,Italian_Game Italian_Game_Classical_Variation
133163,2aWgn,2R5/p4Bk1/1p2p1pp/4Pp2/PB5K/4P1P1/5rbP/8 w - - 6 42,c8c7 g6g5 h4h5 g2f3 g3g4 f2h2,1062,79,91,619,discoveredAttack endgame long mate mateIn3,https://lichess.org/R7HQOoyx#83,
133179,2aXgA,3Q1b2/6kp/1B4p1/4p3/1p2PpP1/1Q3PqP/3R4/2r2K2 w - - 0 43,f1e2 g3g2 e2d3 g2f3 b6e3 f3e3,2455,76,92,1115,deflection long master mate mateIn3 middlegame,https://lichess.org/VL3wSNOF#85,
133188,2aZ29,2kr1b1r/1pp1ppp1/p1nq4/6N1/3Pb1p1/2P1B2P/PP1QBP2/R4RK1 w - - 0 15,g5f7 d6h2 g1h2 h8h3 h2g1 h3h1,2121,75,95,8954,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/6C3hYfO4#29,Scandinavian_Defense Scandinavian_Defense_Bronstein_Variation
133191,2aZBZ,2R5/5rkp/1p3p2/6pP/3pP3/p2P3Q/6PK/3q4 b - - 3 38,g5g4 h5h6 g7g6 c8g8 f7g7 g8g7,1340,74,99,805,endgame long mate mateIn3,https://lichess.org/mSsn6O5e/black#76,
133194,2aZPe,7k/6p1/6Kp/5Qb1/P3P2r/4r3/8/8 b - - 1 38,h4f4 f5c8 g5d8 c8d8 f4f8 d8f8,1153,76,95,6376,endgame long mate mateIn3,https://lichess.org/jQ9CsMnI/black#76,
133251,2adrR,2k5/ppp2Bpp/8/8/3r4/4r3/1P1R4/3K1R2 b - - 1 22,d4a4 f7e6 e3e6 f1f8 e6e8 f8e8,1040,227,-100,5,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/CooPu0hW/black#44,
133282,2afmD,r1b4r/ppp4k/2n4p/5Q2/2B2P2/6R1/PPP3PP/2KR4 b - - 0 24,c8f5 d1d7 f5d7 c4d3 d7f5 d3f5,1859,76,92,1119,long mate mateIn3 middlegame sacrifice,https://lichess.org/BwuRYXh3/black#48,
133304,2ahAh,6k1/5pp1/7p/4qP2/P1B3P1/1P1QpP1P/5bK1/8 w - - 1 38,a4a5 e5g3 g2f1 g3g1 f1e2 g1e1,919,76,100,60,endgame long mate mateIn3,https://lichess.org/WKJUqkiU#75,
133366,2amD9,3rk1r1/p4p1p/4pQ2/8/2P5/1P6/P5qP/6RK w - - 0 27,g1g2 d8d1 f6f1 d1f1 g2g1 f1g1,762,82,84,59,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/XSvydrwj#53,
133385,2anPE,r2q1rk1/1bp2pb1/3p2p1/1p1P2Rp/p6P/2P3Q1/PPB3P1/5RK1 b - - 1 25,g7f6 g5g6 f7g6 g3g6 f6g7 g6h7,1379,74,95,717,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/J1BWCNC1/black#50,
133406,2apZc,r4rk1/6pp/1p4q1/pP1b1p2/P2Pn3/4PB2/1R4PP/1QB3RK w - - 0 28,b2c2 e4g3 h2g3 g6h6 f3h5 h6h5,1507,77,88,236,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/HAi1AyJ0#55,
133556,2az4k,6k1/5p1p/6p1/3qb3/1B4P1/3pQ1N1/6P1/6K1 b - - 2 32,e5g3 e3e8 g8g7 b4f8 g7f6 e8e7,2381,74,91,2761,endgame long mate mateIn3,https://lichess.org/YI0razaU/black#64,
133573,2b174,r6r/ppp2k2/1b1p4/3P4/4PnB1/5Pn1/PP3P1P/R4R1K w - - 0 28,f2g3 h8h2 h1h2 a8h8 g4h5 h8h5,1327,74,94,16939,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/gS9r3Gxr#55,
133574,2b1Du,1k1r1b1r/5R2/p1p1p1q1/7p/2PP4/4P2P/P4QP1/2B3K1 b - - 2 23,h8h7 f2b2 f8b4 b2b4 b8c8 b4b7,2010,76,89,886,exposedKing long mate mateIn3 middlegame queensideAttack,https://lichess.org/iByKR1Cr/black#46,
133580,2b26M,r4rk1/2pqnpp1/1p2p3/p2p2N1/3P4/P1P1P3/PR2KPP1/3Q3R b - - 0 18,f7f6 h1h8 g8h8 d1h1 h8g8 h1h7,1582,75,77,209,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/wbDOG2ia/black#36,Queens_Pawn_Game Queens_Pawn_Game_Levitsky_Attack
133591,2b2nl,2r2k2/5p2/3p2n1/Q6R/1p6/5P2/PPP3q1/1K2R3 w - - 1 34,a5b4 g2c2 b1a1 c2c1 e1c1 c8c1,1136,87,88,36,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/OXckwBEF#67,
133621,2b4e1,r2kn2Q/2p2rR1/p2p2N1/1q1Pp3/2P3B1/7P/Pp3P2/1K6 b - - 0 31,b5c4 h8e8 d8e8 g7g8 f7f8 g8f8,1666,74,93,2190,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/yKgWgC9M/black#62,
133659,2b7z6,8/3R2Q1/7p/5p1k/1p6/4p3/1r3qPP/6RK w - - 1 38,d7d6 f2g1 h1g1 b2b1 d6d1 b1d1,1519,76,95,15080,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/Yt6jqZ3c#75,
133667,2b8i5,8/6pp/3Q2k1/p2p2p1/2pP4/2q3PP/2P2PK1/1r6 b - - 2 37,g6h5 g3g4 h5h4 d6g3 c3g3 f2g3,1094,76,89,90,endgame long mate mateIn3,https://lichess.org/GCIDZtUX/black#74,
133686,2bA0g,5r1k/5q2/Q5pp/n7/P3R3/8/5PPP/4R1K1 w - - 0 26,a6a5 f7f2 g1h1 f2f1 e1f1 f8f1,1009,77,74,140,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/xa6uje7c#51,
133708,2bCNL,4r1k1/p1pq1ppp/4r3/2P5/8/3RPQ2/PP4PP/5RK1 b - - 0 21,d7d3 f3f7 g8h8 f7f8 e8f8 f1f8,931,75,99,1209,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/w0uTLPyB/black#42,
133731,2bELk,1k1r2r1/1ppq3p/p2b1p2/4p2N/1P6/1B1P1P1P/P4P1K/R2QR3 w - - 1 21,h5f6 e5e4 f3f4 d6f4 h2h1 d7h3,1164,77,76,185,deflection discoveredAttack long mate mateIn3 middlegame,https://lichess.org/K9jNLATn#41,
133737,2bEh6,2k3r1/pp5p/2q1p1r1/8/3Q1P2/P5P1/1PP4P/4RRK1 w - - 1 25,c2c4 g6g3 h2g3 g8g3 g1h2 c6g2,930,81,94,1441,endgame long mate mateIn3 sacrifice,https://lichess.org/wJP5WcZY#49,
133794,2bId4,r1q2rk1/1b3pb1/1p1p2n1/7Q/p2Np3/P1N3R1/1PP5/1K4R1 b - - 3 24,g7d4 g3g6 f7g6 h5g6 d4g7 g6g7,1154,76,99,4723,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/kmRnnQT9/black#48,
133832,2bL2N,5knR/pp3p2/2n3p1/8/2P3q1/1P6/PB3P2/1K2R3 b - - 1 26,c6b4 h8g8 f8g8 e1e8 g8h7 e8h8,1743,75,96,8764,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/HQu2LrVU/black#52,
133848,2bM1p,r5rk/ppp2p1p/4bp1Q/8/4qp2/7P/PPPR2P1/3R3K b - - 4 23,g8g6 d2d8 a8d8 d1d8 g6g8 h6f6,1509,74,98,721,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/Dqf3QQFu/black#46,
133986,2bVem,5r1k/1p4p1/p3Qb1p/q1rN4/5PP1/1P6/P1P4P/1K1RR3 w - - 1 22,g4g5 a5a2 b1a2 c5a5 a2b1 a5a1,1877,76,95,2795,attraction long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/eCg4ubVq#43,
134025,2bZCK,6k1/2R5/6pp/8/8/2b5/r4rPP/5RK1 w - - 2 33,f1f2 a2a1 f2f1 c3d4 g1h1 a1f1,1577,78,95,7174,backRankMate deflection endgame long master mate mateIn3,https://lichess.org/Z0uB1wSB#65,
134050,2bait,3r2k1/5pp1/7p/PQ2R1b1/4P3/3P2P1/KP5P/3q4 b - - 0 27,d8d3 e5e8 g8h7 b5f5 g7g6 f5f7,1393,110,57,16,endgame long mate mateIn3,https://lichess.org/KB0Z19OH/black#54,
134094,2beSD,7r/p4pk1/1p6/3p4/3P2q1/2PQ1pP1/PP3P2/R3R1K1 w - - 2 29,e1e5 h8h1 g1h1 g4h3 h1g1 h3g2,1403,77,97,16517,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/cUaZcjR2#57,
134099,2behr,r3r1k1/pppb3R/3b1Bp1/3P4/1PP3P1/2PQ4/P2N2KP/q7 b - - 0 23,g8h7 d3h3 h7g8 h3h8 g8f7 h8g7,1360,86,78,44,long mate mateIn3 middlegame,https://lichess.org/7UDuenuc/black#46,
134151,2bhhZ,r1bq1b1r/pp1k3p/2p5/1B1R2p1/5B2/8/PKP2PPP/4R3 b - - 0 16,f8d6 d5d6 d7c7 d6c6 c7d7 c6c7,2006,168,49,23,doubleCheck long mate mateIn3 middlegame,https://lichess.org/ZzHv6C6I/black#32,Italian_Game Italian_Game_Two_Knights_Defense
134199,2bm67,7r/2p3k1/4p1p1/1bPp2p1/3P2P1/P3PR2/3Q1KR1/5q2 w - - 10 38,f2g3 h8h3 g3h3 f1h1 h3g3 h1h4,2344,78,93,5451,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/zJi5ylsH#75,
134242,2bp67,4Q3/pkq3r1/2p5/1pbP4/4B3/1PPR1R2/P4K2/8 w - - 3 43,f2f1 g7g1 f1e2 c7h2 f3f2 h2f2,1208,75,99,952,exposedKing long mate mateIn3 middlegame,https://lichess.org/ciTV55fd#85,
134260,2bqKG,6k1/1R2Rp1p/5Kp1/5p2/5P2/2r2P2/4r3/8 b - - 6 37,e2e7 b7b8 c3c8 b8c8 e7e8 c8e8,1334,79,92,81,endgame long mate mateIn3 rookEndgame,https://lichess.org/VU74H3mY/black#74,
134298,2bt59,r7/ppp4k/2np1p1p/4p2N/4Pq2/P1PP4/1PK2bR1/6R1 b - - 1 22,f4e3 h5f6 h7h8 g2g8 a8g8 g1g8,1774,80,92,1768,arabianMate long mate mateIn3 middlegame,https://lichess.org/ducvTztr/black#44,
134316,2btzQ,r1b1k2r/1ppp1pp1/p7/2b4p/B2NP1nq/8/PP3PPP/RNBQR1K1 w kq - 1 11,d4f3 h4f2 g1h1 f2g1 e1g1 g4f2,1472,88,85,2070,kingsideAttack long mate mateIn3 opening sacrifice smotheredMate,https://lichess.org/jRNBTEFN#21,Ruy_Lopez Ruy_Lopez_Morphy_Defense
134411,2c1PT,5rk1/5pbp/2Q3p1/2B1pq2/2b5/R7/4rPPP/5RK1 w - - 0 26,c5f8 f5f2 f1f2 e2e1 f2f1 e1f1,1613,75,94,1084,long mate mateIn3 middlegame sacrifice,https://lichess.org/DvgXZvrU#51,
134425,2c25P,1r4k1/p3R1pp/5n2/3p1Q2/2q5/2P2P2/PP3P1P/6K1 b - - 6 30,b8b2 f5e6 g8h8 e7e8 f6e8 e6e8,1394,75,93,8124,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/azgrKYL1/black#60,
134451,2c3An,2kr4/ppp2pp1/2p5/8/3PP3/2N1BbP1/PPPR3K/8 w - - 1 23,d2f2 d8h8 e3h6 h8h6 h2g1 h6h1,847,79,94,1456,endgame long mate mateIn3,https://lichess.org/m1HKcIVw#45,
134456,2c3cj,7k/6p1/p1q2p1p/7P/1Q1B4/2P5/PP2r1P1/1K4R1 w - - 3 33,g2g4 c6e4 b1a1 e2e1 g1e1 e4e1,1129,76,83,338,backRankMate endgame long mate mateIn3,https://lichess.org/3e56NRIC#65,
134494,2c69g,6rk/pR6/2P1r2p/7Q/8/3q1PP1/P3p1K1/7R b - - 4 34,e2e1q h5h6 e6h6 h1h6 d3h7 h6h7,1202,78,93,6000,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/ye4YZrrS/black#68,
134508,2c741,r1q5/k1p3b1/RnQ4p/3P2p1/2N1r3/2P1n3/1P3PPP/5RK1 b - - 0 29,c8a6 c6c7 a6b7 f1a1 b6a4 a1a4,1493,76,96,13434,exposedKing fork long mate mateIn3 middlegame pin,https://lichess.org/FiMpeA9s/black#58,
134553,2c9tM,3r3k/2pq2Rp/p4P2/1p2p3/2n1Q2b/2P4P/PPB2r2/RNB2K2 w - - 0 28,f1g1 d7d1 c2d1 d8d1 e4e1 d1e1,1674,75,96,9926,exposedKing fork long mate mateIn3 middlegame sacrifice,https://lichess.org/ZPSQotXW#55,
134605,2cE85,2r2rk1/5p2/1q1N1Ppp/p7/1p4R1/3Qb3/PP4PP/R6K b - - 1 28,c8d8 g4g6 f7g6 d3g6 g8h8 g6g7,1489,74,93,5361,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/j67eXSFe/black#56,
134639,2cGtD,6k1/5pp1/1Rp1p1p1/1b1p4/r1r5/2B2P2/2P2K2/4R3 b - - 2 33,c4c3 b6b8 g8h7 e1h1 a4h4 h1h4,776,76,97,1159,endgame long mate mateIn3,https://lichess.org/70FW7RYC/black#66,
134642,2cGv4,5rk1/2p3pp/1p3q2/4R3/6Q1/3PP3/PPP3PP/R5K1 w - - 1 22,e5b5 f6f2 g1h1 f2f1 a1f1 f8f1,1156,74,96,1519,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/N7n3z5UU#43,
134648,2cHQC,r3k2r/ppp1qppp/3p4/8/2P5/P2Pbb1P/1P2B1P1/R1BQK2R w KQkq - 0 14,e2f3 e7h4 g2g3 h4g3 e1f1 g3f2,2089,76,97,1438,exposedKing long mate mateIn3 middlegame,https://lichess.org/25m7F54P#27,English_Opening English_Opening_Anglo-Indian_Defense
134662,2cInr,r4rk1/p4qpp/2pbR3/1p6/2nP2Q1/P1N1B2P/1P3PP1/R5K1 w - - 7 26,e3h6 f7f2 g1h1 f2f1 a1f1 f8f1,1054,75,93,195,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/s8gtwXSl#51,
134735,2cNUv,r6k/pRN3pp/3pB3/2bPq3/2P5/3Q4/P4rPP/5RK1 w - - 2 23,f1f2 e5e1 d3f1 c5f2 g1h1 e1f1,1688,168,88,16,intermezzo long mate mateIn3 middlegame pin,https://lichess.org/iz3P7E62#45,
134837,2cTjN,3R1rk1/pp3ppp/8/7Q/q1P5/8/P1P3PP/5RK1 b - - 0 21,f8d8 h5f7 g8h8 f7f8 d8f8 f1f8,852,80,95,237,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/s11N3MIL/black#42,
134955,2cdCX,r5k1/2pQ2np/3p2p1/pp1Pp3/2P4N/1P1q2PP/1P3RK1/8 b - - 1 31,b5c4 d7f7 g8h8 f7f8 a8f8 f2f8,1278,75,96,4543,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/2cOMuIYo/black#62,
135084,2cmt0,3r1rk1/p4ppp/1p6/2p5/4RQ2/P2q4/6PP/5R1K b - - 1 23,d8d4 f4f7 f8f7 e4e8 f7f8 f1f8,1336,75,100,686,endgame long mate mateIn3 sacrifice,https://lichess.org/cgfT8U4L/black#46,
135102,2cntO,r4r1k/pp4pp/5q2/2pQR3/8/1NP5/PP3PPP/R5K1 w - - 1 19,a1e1 f6f2 g1h1 f2f1 e1f1 f8f1,1009,86,91,1083,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/9f05BNF3#37,Philidor_Defense Philidor_Defense_Exchange_Variation
135107,2coMu,r5k1/3q2pp/2p2bp1/5r2/pB1PQ3/7P/PPP2P2/2K1R2R b - - 0 24,d7d4 e4e6 g8h8 e6e8 a8e8 e1e8,1570,77,97,12202,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ND5F5hDc/black#48,
135132,2cqFN,3r4/p4pkR/1p2b1p1/q5P1/4BP2/1Pr3Q1/P1P5/1K1R4 b - - 0 25,g7h7 g3h4 h7g7 h4h6 g7g8 d1d8,1820,76,95,7829,long mate mateIn3 middlegame,https://lichess.org/fMN0h79Z/black#50,
135143,2cr2V,r2R2k1/pp3ppp/5n2/Q5N1/8/4r2P/P4qP1/4R2K b - - 1 26,a8d8 a5d8 f6e8 d8e8 e3e8 e1e8,1500,500,25,2,long mate mateIn3 middlegame xRayAttack,https://lichess.org/Fmi6iWmX/black#52,
135178,2ctQ4,1r4k1/2p3pp/5b2/1p6/1B1pR1Q1/3P4/qPP2PP1/6K1 b - - 0 25,a2b2 g4e6 g8h8 e6e8 b8e8 e4e8,1106,78,82,245,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/m20cYVOs/black#50,
135188,2cuL4,r4r2/pp1nbp1Q/2p1Rk2/6N1/2Pq1B1P/8/P4PP1/6K1 b - - 1 22,f7e6 h7h6 f6f5 h6e6 f5f4 g5h3,2132,82,91,1147,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/b610WB9t/black#44,
135195,2cubT,1r4k1/R4pp1/br5p/4P3/8/b1P2N2/3N1PPP/R5K1 w - - 3 30,a1a3 b6b1 d2b1 b8b1 f3e1 b1e1,626,88,79,390,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/Tekvlh3e#59,
135203,2cvX2,2r3k1/pp3pbp/4p1p1/3pP3/3P4/1P2PQ1P/Pq4P1/2R2RK1 b - - 0 24,c8c1 f3f7 g8h8 f7e8 g7f8 e8f8,1313,75,95,3788,endgame kingsideAttack long mate mateIn3,https://lichess.org/to5gq1ZN/black#48,
135217,2cxFt,2R2br1/3k1p1p/3ppp2/1p6/pP2P3/r7/5PPP/2R3K1 b - - 3 22,e6e5 c1c7 d7e6 c8e8 f8e7 e8e7,1356,105,73,16,endgame long mate mateIn3,https://lichess.org/VLL9T9xQ/black#44,
135336,2d66Z,5R2/5k1p/1n3rp1/5N2/8/1P1Q2PP/1qP2P1K/8 b - - 4 38,f7f8 d3d8 f8f7 d8e7 f7g8 e7g7,1700,75,97,11218,endgame exposedKing long mate mateIn3,https://lichess.org/EDUWrAnm/black#76,
135417,2dC3q,8/1p3p2/p3p2k/3q3p/3r2rP/1P2R1PK/P4P2/2Q5 b - - 2 35,d4d1 e3e6 h6g7 c1h6 g7g8 e6e8,1647,74,91,1022,doubleCheck endgame long mate mateIn3,https://lichess.org/sbKYF5PN/black#70,
135432,2dD3L,r2k1b1r/p2np1p1/7p/3Q2N1/1p1P4/4PK1P/1q3PP1/7R b - - 1 21,a8c8 g5e6 d8e8 d5h5 g7g6 h5g6,2140,74,95,5911,long mate mateIn3 middlegame,https://lichess.org/DdYNLYcr/black#42,
